	book	sentence_length	sentence	sentence_index
2522	Elmer and Wilbur	11	I’m stuck up a tree,” Wilbur’s voice said from above them.	41
2627	I Need A Wee	9	“When you’ve got to go, you’ve got to go.”	10
10672	Barry the Fish With Fingers and the Hairy Scary Monster	7	Puffy shot out into the open water.	25
2239	The Cross Rabbit	6	“Well, quite so,” said the rabbit.	4
13732	Super Sid The Silly Sausage Dog	5	“Nobody wants me,” he thought.	22
5921	All About Feelings	15	"""I feel like a sleepy cat stretching out in front of the fire, purring softly.”"	74
13569	The Snowiest Christmas Ever	5	“Let’s go out to play!”	48
3027	The Fox's Hiccups	4	“Oooowww-hic-ooww!” wailed the fox.	24
13764	The Christmas Extravaganza Hotel	4	“It’s right here, see?”	17
1042	A Squash and a Squeeze	11	My nose has a tickle and there’s no room to sneeze.	11
8663	Tiger Has a Tantrum	6	They looked at all the tractors.	85
2389	A Thing Called Snow	33	said Hare and Fox, who remembered every step they had taken around the lake, across the meadow, along the stream, through the forest… ... and they were followed by a thing called SNOW.	50
4638	Sir Charlie Stinky Socks and the Really Big Adventure	15	He drew his trusty sword, and bounded over to rescue the little princess. . .	80
8876	How The Grinch Stole Christmas	4	A trn icd !	57
1592	Harry and the Dinosaurs Go Wild	7	Mum took Harry off to settle down.	20
2391	Yoga Babies	7	George can sit up straight like this.	1
3082	Whatever Next!	5	“Where are you off to?”	11
13921	Cinder the Bubble-Blowing Dragon	6	“That will do nicely, thank you.”	33
8478	Boogie Bear	3	oh very dear!”	33
5118	No-Bot	6	"“Excuse me, Monkey,"" he said ."	9
7466	Norman The Slug With The Silly Shell	10	"“Maybe I could have a shell after all,"" he thought."	13
13743	Super Sid The Silly Sausage Dog	5	“Brave Sid,” said the firefighter.	33
5681	Oi Dog!	4	“REALLY?” said the dog.	10
3678	Gordon's Great Escape	15	But one fateful day they were caught in a storm... ... and their ship sank!	35
4217	The Rhyming Rabbit	18	And - one more thing that’s been bothering me How can you bear to eat earth for tea?	39
3033	The Fox's Hiccups	2	he gasped.	30
13960	The Animal Boogie	17	With a floppy flap here and a floppy flap there, What's that creature flying in the sky?	24
2901	The Owl's Lesson	13	As he looked down, he expected to see the ground rushing towards him.	57
3	The Night Before Christmas	1	as&ij-”	3
6400	All Year Round	23	Some frogs are named after the sounds Chestnut they make, such as the snoring puddle frog, which is found in parts of Africa.	87
2458	The Way Home For Wolf	8	whiskers and let out a “To the ridge!”	41
3646	Gordon's Great Escape	8	Well, not for Gordon, as you will see.	3
12024	The Ugly Duckling	15	He was grey and spiky and had a long neck, and could only say, “Honk.”	3
8558	Boogie Bear	17	“Miss, we are so sorry for frightening you,” said the one with the floppy ears, stepping forward.	113
9939	Superworm	2	The acrobat!	75
7372	Careful Santa!	7	It was a wild and windy night.	15
11624	Harry and the Robots	4	They blasted her cough.	54
12450	The Singing Mermaid	2	"""Don’t go!"	13
9999	Mini Beasties	20	With its blue jointed body, And wings like spun glass It lit on my fingers As though they were grass.	54
439	The Troll	5	"""I’m getting sick of fish.”"	42
8926	How The Grinch Stole Christmas	20	The Grinch had been caught by this tiny daughter Who’d got out of bed for a cup of cold water.	107
3938	Doug The Bug That Went Boing	6	I’ve be en here for days.	28
7150	The Detective Dog	15	Now Nell did detection from Tuesday till Sunday, But did something totally different each Monday.	15
10071	Elmer and Rose	5	“Come on, Wilbur,” said Elmer.	8
8740	The Teeny Weeny Tadpole	5	"""Hello!"" boomed the rubbery-lipped creature."	67
11633	Harry and the Robots	4	They were just fine.	63
12705	Captain Duck	3	What’s this thing?”	21
11615	Harry and the Robots	1	No!”	45
13854	The Christmas Extravaganza Hotel	3	“Follow me, Frog!”	107
88	Sugarlump and the Unicorn	5	The children are happy too...	58
11842	Princess Mirror-Belle And The Dragon Pox	18	“I’ll tell you later,” said Mirror-Belle, and she splashed some frothy creamy foamy toothpasty bath water at Ellen.	86
2576	One Starry Night	21	Now there were six little sheep with the shepherd boy, half-asleep and yawning and weary and wandering and slipping and sliding.	15
12843	All In One Piece	11	One night when I am not covered in jam and poster-paint?	27
11349	Who Will Sing My Puff-a-bye	17	It was Smokescreen who walked them to school, but she didn’t know the rules for I Fry.	19
8604	Tiger Has a Tantrum	9	But Lion wanted to play basketball with Little Lion.	26
8747	The Teeny Weeny Tadpole	3	"Just like you!"""	74
9810	The Polar Express	25	As our train drew closer to the centre of the North Pole, we slowed to a crawl, so crowded were the streets with Santa’s helpers.	44
6300	Dogs Don't Do Ballet	22	The theatre is so very quiet that you could hear a bubble pop Then the lady in the front row stands up.	70
274	Peace at Last	9	“Oh NO!” said Mr Bear, “I can’t stand THIS.”	7
1281	The Enormous Crocodile	7	“No, I wouldn’t,” the Notsobig One said.	14
13423	Who Will Save Us	17	So there may be less fish and krill because they won't have enough tiny creatures to eat.	91
11210	Farmer Duck	5	The duck did the work.	1
13723	Super Sid The Silly Sausage Dog	4	“I know,” thought Sid.	13
5770	Scruffy Bear and the Six White Mice	4	“I’m looking for mice.	59
6969	Lion's in a Flap	4	Lion was always worrying.	0
6066	All About Feelings	16	My day Dropped my book bag on way to school Monday - all covered in mud.	219
8119	Kipper's A to Z	1	‘Umbrella!’	71
6107	All About Feelings	1	“Mum!”	260
4299	The Enormous Turnip	10	They all tugged and tugged as hard as they could.	27
9864	Superworm	3	Superworm is super-long.	0
6734	Elmer on Stilts	11	One morning, Elmer, the patchwork elephant, met some of his friends.	0
9603	Elmer and the Wind	7	“You were wrong too, bird,” laughed Elmer.	75
6199	The Lighthouse Keeper's Lunch	40	His fur stood on end when the basket swayed, his whiskers drooped when he peered down at the wet, blue sea and he felt much too sick even to notice the seagulls, let alone scare them away from the lunch.	35
415	The Troll	15	So he packed up his frying pan and his cookery book, and off he strode.	18
4074	Elmer in the Snow	12	“I’m very warm now, thank you Elmer,” said one of the elephants.	10
2250	The Cross Rabbit	5	The mice looked very disappointed.	15
9436	Caterpillar Butterfly	6	I looked at my Peacock caterpillars.	51
7787	The Storm Whale	10	He even managed to sneak some supper for his whale.	18
4100	Elmer in the Snow	6	“It’s made of snow” he said.	36
8683	The Teeny Weeny Tadpole	9	All he managed was a splish and a splash.	10
4953	It's Christmas	3	Not one flake.	32
710	Mind Your Manners	24	We all make a mess of things sometimes, But if you’ve been a silly old snake, Don’t dither and slither, have a strong spine!	17
5767	Scruffy Bear and the Six White Mice	4	“And remember those tails!”	56
12139	Room on the Broom	2	MY WITCH!”	53
3528	Lost in Snow	15	As he struggled on, Ollie began to think he would never see his family again.	61
407	The Troll	11	“Oh bother, I thought you were a goat,” said the troll.	10
10680	Barry the Fish With Fingers and the Hairy Scary Monster	5	Then he heard someone crying.	33
2528	Elmer and Wilbur	4	“Elmer,” said an elephant.	47
11654	You Can't Take An Elephant On The Bus	10	With one hundred feet, he'd go fast and go far.	17
3819	Is It Betime Wibbly Pig	1	No.	9
4441	Why Am I An Insect	6	The female flies over the water.	109
2893	The Owl's Lesson	5	The little bird bravely followed.	49
13929	Cinder the Bubble-Blowing Dragon	12	Blaze himself was pretty put out too, but the King was delighted.	41
7328	The First Christmas	11	“We can take one of our newborn lambs as a gift.”	46
9636	Father Christmas Needs A Wee	7	Above the clouds and over the sea.	31
6756	Elmer on Stilts	16	The elephants thought that Elmer’s idea was a good one and were soon hard at work.	22
6865	Giraffe is Left Out	9	Then they played Sleeping Lions and Little Lion won.	73
12638	The Pirates Next Door	18	The two Miss Yates at eighty-eight, told everyone who passed their gate: “We saw them grab the POSTMAN.	65
12606	The Pirates Next Door	11	But that very day young JIM LAD came to Matilda’s school.	33
8483	Boogie Bear	4	“Charge!” came a voice.	38
10043	Mini Beasties	3	Oh the Toe-Test!	98
10839	The Tiger Who Came To Tea	31	So they went out in the dark, and all the street lamps were lit, and all the cars had their lights on, and they walked down the road to a cafe.	33
8606	Tiger Has a Tantrum	6	Lion and Little Lion were upset.	28
13281	Knock Knock Pirate	3	the pirates clap.	55
1523	The Enormous Crocodile	10	The Enormous Cr ocodile crept over to The Picnic Place.	256
4877	I Am Amelia Earhart	18	a stenographer (which is a fancy-schmancy word for someone who writes down what people say) . . .	36
5456	Ten in the Bed and Other Counting Rhymes	12	Two little firemen standing in a row; One, two, Whoosh! Whoosh! Whoosh!	169
4747	Ruby's Worry	6	Could it be ... a Worry?	30
1110	Keith The Cat With The Magic Hat	4	The cats were amazed.	19
11628	Harry and the Robots	6	“And my special robots,” said Harry.	58
1406	The Enormous Crocodile	6	“Now for Clever Trick Number One!”	139
7383	Careful Santa!	9	The reindeer struggled against the wind . . .	26
4184	The Rhyming Rabbit	20	"It was beginning to get dark when one of the rabbits pricked up his ears and stamped a foot, ""fox!"""	6
10436	Born to be a Butterfly	11	She looks for a leaf where she can lay her eggs.	3
4590	Sir Charlie Stinky Socks and the Really Big Adventure	7	he smiled and cut up his sandwiches!	32
5576	Dragon Post	1	TTTO299	68
14062	Monkey Puzzle	3	Come this way.”	29
11355	Who Will Sing My Puff-a-bye	7	Crossfire and Puffing Billy couldn’t believe it!	25
9006	The Bad-Tempered Ladybird	8	They’re mine, all mine,” screamed the bad-tempered ladybird.	12
9728	Romp in the Swamp	3	“Goodbye!” called Mum.	16
14004	The Truth According to Arthur	9	That wasn’t EXACTLY what Arthur wanted to hear either.	16
2559	Elmer and Wilbur	11	Elmer smiled and whispered “Wilburhow DID you get up that tree?”	78
3941	Doug The Bug That Went Boing	9	“I’ll try,” said the fly “You look quite heavy.	31
13055	One Snowy Night	7	“Now who can that be?” thought Percy.	28
10401	Too Shy For Show And Tell	5	“That’s okay,” Miss Ostrich said.	17
11162	Cinderella's Ballet Shoes	1	Knock!	61
633	There's A Monster In Your Book	5	He’s back in your book.	37
11360	Who Will Sing My Puff-a-bye	14	At the end of the school day, Smokescreen was there to meet Crossfire again.	30
5312	Ten in the Bed and Other Counting Rhymes	12	Three bananas on banana tree, Two for you and one for me.	25
2168	The Owl Who Was Afraid Of The Dark	7	“I don’t have a stocking,” said Plop.	65
8886	How The Grinch Stole Christmas	6	So he called his dog, Max.	67
11546	Grandad's Island	6	It was the most perfect place.	31
10511	All For One	6	"""We'll think about it,"" said Basher."	24
131	The Gruffalo	3	What’s a gruffalo?”	41
1486	The Enormous Crocodile	6	There was also a big roundabout.	219
4520	The Same But Different Too	1	short.	9
3708	Dogger	13	She showed Dave how to wash him in a bowl of soapy water.	10
5404	Ten in the Bed and Other Counting Rhymes	1	Hurrah!	117
11131	Cinderella's Ballet Shoes	7	She went to visit her godmother, Griselda.	30
12413	Where's My Teddy	6	It’s dark and horrible in there.	3
7457	Norman The Slug With The Silly Shell	9	But, unfortunately, the snails didn’t think Norman, was great.	4
774	The Princess and the Wizard	6	Princess Eliza’s disguised as a chick.	36
12001	We're Going on a Bear Hunt	4	Back through the river!	107
12243	Grandma Bird	10	Noi weaved in and out and skipped around its edges.	15
1631	Harry and the Dinosaurs Go Wild	9	Mr Bopsom had made all the drawings into cards.	59
2333	Shark In The Dark	6	What’s that lurking in the dark?	31
9806	The Polar Express	3	we all asked.	40
12111	Room on the Broom	11	The witch clutched her bow but let go of her wand.	25
2540	Elmer and Wilbur	8	At least we know where you are now.	59
469	The Troll	11	That night it was Peg Polkadot’s turn to do the cooking.	72
7460	Norman The Slug With The Silly Shell	4	“You’ve spoilt our fun.	7
14087	Monkey Puzzle	6	Oh dear, what a muddle! ”	54
13965	The Animal Boogie	8	That's the way he's flying in the sky.	29
9660	Eleanor Won't Share	2	Eleanor said.	12
9355	Snow White, Star Striker	7	He might even be able to help.”	27
13940	The Animal Boogie	3	IT'S A BEAR!	4
11107	Cinderella's Ballet Shoes	5	Cinderella was kind and helpful.	6
12053	The Ugly Duckling	4	Befdre long winter came.	32
4822	The Smeds and The Smoos	2	.. .	63
6330	All Year Round	13	you look for wild berries, never eat any without asking an adult first.	17
9322	The Paper Dolls	8	Were holding hands and we won’t let go.	27
7886	The Runaway Pea	5	He knew it was true.	43
598	There's A Monster In Your Book	6	There’s a monster in your book!	2
14156	Little Monkey	6	Including the rest of her troop.	37
7741	Charlie Cook's Favourite Book	11	And they had a competition to decide which one was best.	18
11326	Supertato	5	And everybody laughed and cheered.	60
563	The Storm Whale In Winter	10	Noi’s dad took one last trip in his fishing boat.	7
1905	Tabby McTat	6	Just me and the old guitar.	55
6679	Lost and Found	11	Maybe all of the things you have lost are here too.	11
10418	Too Shy For Show And Tell	6	Miss Ostrich asked with a smile.	34
6452	All Year Round	10	You can tell which part of a bird’s item clearly.	139
1576	Harry and the Dinosaurs Go Wild	10	Mum liked the giraffes best and Nan- liked the zebras.	4
4045	Tyrannosaurus Drip	12	That night the lightning crackled and a storm blew down a tree.	53
7820	Ravi's Roar	13	Then... he sprouted two furry ears, sharp, pointy teeth and stripy orange fur!	23
3721	Dogger	10	Just then the children started to come out of school.	23
6041	All About Feelings	6	Run really fast on the spot.	194
2764	An Alphabet Of Stories	1	incognito.	41
12007	We're Going on a Bear Hunt	2	Swishy swashy!	113
14001	The Truth According to Arthur	15	He said he needed it to get home… I think he thought it would fly!”	13
11014	After the Storm	14	He pulled his pillo w over his head and tried to get to sleep.	11
4403	Why Am I An Insect	11	A dragonfly can stop in mid-air while it looks for food.	71
13783	The Christmas Extravaganza Hotel	2	he gasped.	36
79	Sugarlump and the Unicorn	13	"Alone in the attic, Sugarlump sighed, ""I wish I had never been born!"""	49
1694	Open Very Carefully, A Book With Bite!	2	But look?	46
11118	Cinderella's Ballet Shoes	13	Cinderella wanted lessons, too, but she knew her family couldn’t afford ballet shoes.	17
2372	A Thing Called Snow	3	'Snow?' whispered fox.	33
12168	Harry and the Bucketful of Dinosaurs	12	He got up on a chair and washed them in the sink.	7
9341	Snow White, Star Striker	22	One day, Snow White kicked the ball so far it sailed over the goalposts into Rumpelstiltskin’s garden and broke his garden gnomes.	13
7764	Charlie Cook's Favourite Book	6	(Their dog then ate the cake.)	41
6431	All Year Round	14	Use binoculars Nectar eaters to help you spot Most butterflies live only for butterflies.	118
4800	The Smeds and The Smoos	7	They clambered into the Smeds’ red rocket.	41
11406	Can't You Sleep Little Bear	29	“Can’t you sleep, Little Bear?” yawned Big Bear, putting down his Bear Book (with just four pages to go to the interesting bit) and padding over to the bed.	20
12678	The Pirates Next Door	8	After that, the town went on landlubbing happily.	105
10468	Born to be a Butterfly	6	Something crawls out into the sunshine.	35
4731	Ruby's Worry	9	So Ruby pretended that she couldn’t see it either.	14
6670	Lost and Found	3	Draw him in.	2
7738	Charlie Cook's Favourite Book	6	as she jumped upon a book...	15
12264	Grandma Bird	11	“They must have been on a long journey together,” said Grandma.	36
2091	Jasper's Jungle Journey	11	By some trees all tossed and torn, what did he see?	15
3213	The Rescue Party	6	“But are you alright?” asked Percy.	44
6997	Lion's in a Flap	14	But Lion did not tell them he was worried about the Big Day Out.	28
1904	Tabby McTat	9	If I had a cat I’d be happier far.	54
7794	The Storm Whale	7	Noi often thought about the storm whale.	25
2837	An Alphabet Of Stories	8	YY A YETI, A YAK AND A YOYO.	114
13539	The Snowiest Christmas Ever	5	“I can’t wait till tomorrow!”	18
3218	The Rescue Party	7	Percy lowered the rope into the well.	49
3573	Monkey Needs to Listen	12	He told Monkey that he was going to drive a go-kart, too.	23
3132	Cave Baby	4	He’s feeling wide awake.	21
5678	Oi Dog!	5	“Well, I’m changing the rules.”	7
3520	Lost in Snow	2	“Clear off!”	53
2498	Elmer and Wilbur	6	“Very funny, Elmer,” said the tiger.	17
1851	Tabby McTat	36	The two of them sang of this and that, And people threw coins in the old checked hat, And this was their favourite song: “Me, you and the old guitar, How perfectly, perfectly happy we are.	1
13829	The Christmas Extravaganza Hotel	7	“Sorry, these aren’t Santa’s reindeer,” he said.	82
2030	The Hedgehog's Balloon	4	“Someone’s crying,” said Percy.	17
2588	One Starry Night	8	Baa Baa Baa” said the nine little sheep.	27
9209	Gruff the Grump	20	They looked so clean and colourful that they made him realise just how grim and grimy his cave still was.	41
7149	The Detective Dog	6	Nell the Detective discovered them all.	14
6444	All Year Round	13	Make a mini museum Find, a cardboard, box with a good sized base.	131
8943	How The Grinch Stole Christmas	23	T thh inen he did the same g To the other Whos' houses Leaving crumbs much too small for the other Who’s mouses!	124
10289	Ten Tall Giraffes	10	4 four Four snapping crocodiles.. don’t get in their way!	10
1145	Keith The Cat With The Magic Hat	1	WOOF!	54
10760	Squash the Spider	17	And from that day on, Squash the spider never shouted “Boo!” and never ever scared anyone again.	59
3353	Dinosaurs Love Underpants	17	The dinosaurs roamed everywhere, All teeth and huge long necks, But scariest and meanest, Was Tyrannosaurus rex!	1
5278	Mole Hill	8	We think you may have told a lie.	56
1758	The Most Wonderful Gift In The World	11	“So you see!” smiled Bunny Boo-Boo, “Santa’s present to me ...	56
7861	The Runaway Pea	8	"""Surely there’s nothing else left to go wrong?”"	18
11525	Grandad's Island	5	“After you, Syd,” he said.	10
10981	When Granny Saved Christmas	4	“My favourite little mice!”	45
9801	The Polar Express	23	It was a huge city standing alone at the top of the world, filled with factories where ever y Christmas toy was made.	35
8796	Santa to the Rescue	8	“We’re ready to load the sleigh,” said Santa.	46
9695	Eleanor Won't Share	12	"“We don't want to play with someone who doesn't share,"" Adam said."	47
852	Kipper's Toybox	7	Then he counted them one more time.	14
1494	The Enormous Crocodile	11	Soon, all sorts of children came flo cking into the fair.	227
12189	Harry and the Bucketful of Dinosaurs	10	When Harry had a bath, the dinosaurs had a bath.	28
11639	You Can't Take An Elephant On The Bus	7	It would simply cause a terrible fuss!	2
2464	The Way Home For Wolf	13	ARCTIC FOX Who followed his nose through the trees to a ... GOOSE	47
13566	The Snowiest Christmas Ever	4	Anyone fancy a snack?”	45
6967	The Dinosaur That Pooped Christmas	12	And the dinosaur promised he’d not eat a crumb ... . .	40
1805	Elmer and Grandpa Eldo	6	You’ve a good memory,” Eldo chuckled.	42
2288	The Cross Rabbit	7	And they were having a marvellous time.	53
387	Barry The Fish With Fingers	4	Was it too late?	29
10163	The Smartest Giant in Town	5	“Thank you!” said the goat.	27
2937	The Very Lazy Ladybird	10	But the monkey liked to SWING from branch to branch.	18
10463	Born to be a Butterfly	4	She hangs upside down.	30
188	The Gruffalo	8	All was quiet in the deep dark wood.	98
1123	Keith The Cat With The Magic Hat	1	“Alacazoo!”	32
12749	Captain Duck	1	“Wait!”	65
11368	Who Will Sing My Puff-a-bye	11	“Or play Down with St George on the way to school?	38
6618	Hippo Owns Up	6	He took more and more cake.	39
4755	Ruby's Worry	7	Soon, both of their Worries were gone!	38
9628	Father Christmas Needs A Wee	3	See him run!	23
4102	Elmer in the Snow	9	He pointed-to a line of footprints in the snow.	38
7959	Goldilocks and the Three Bears	9	“Who's been sleeping in my bed?” wailed Mother Bear.	64
11035	After the Storm	14	Some of the rabbits looked close to tears and the fox was very sniffy.	32
1594	Harry and the Dinosaurs Go Wild	7	Mum said why not do a poster?	22
8076	Kipper's A to Z	13	Kipper couldn’t think of anything beginning with K. Can you think of anything?	28
5566	Dragon Post	12	Understand that if you do not, we will be taking further action.	58
500	The Troll	9	Then he climbed into the chest and lay down.	103
8011	Zog and the Flying Doctors	6	She stamped and stormed and cried.	45
4506	Why Am I An Insect	16	This sting is used to kill prey and to protect itself against predators, such as meerkats.	174
8627	Tiger Has a Tantrum	11	He tried to reach it but everyone was in his way.	49
1046	A Squash and a Squeeze	9	“Take in your goat,” said the wise old man.	15
2231	The Owl Who Was Afraid Of The Dark	6	“I think - dark is SUPER!”	128
10949	When Granny Saved Christmas	10	“Wow, have we got time for all that?” said Mummy.	13
4475	Why Am I An Insect	14	The larvae of most species of dragonflies come out of the water at night.	143
2633	I Need A Wee	6	he cried “No time!” said Robot	16
6270	Dogs Don't Do Ballet	8	A funny feeling that I am being watched.	40
12426	Where's My Teddy	8	How did you get to be this size?”	16
12229	Grandma Bird	11	It was summer and Noi was going to stay at Grandma’s.	1
590	The Storm Whale In Winter	1	“Noi!	34
5405	Ten in the Bed and Other Counting Rhymes	12	The animals went in two by two, The elephant and the kangaroo.	118
7210	The Detective Dog	10	And he sits reading books in his little back yard.	75
14060	Monkey Puzzle	8	“It’s legs we’re looking for now, you say?	27
13144	One Snowy Night	1	.	117
13249	Knock Knock Pirate	3	Secure the rigging.	23
2075	The Hedgehog's Balloon	9	“Don’t worry,” Percy called to the hedgehog, “I’m coming...”	62
8165	Little Red Riding Hood	15	"""In the cottage on the other side of the woods,” said Little Red Riding Hood."	26
12652	The Pirates Next Door	13	I’ve lived here for years and years, and so have all my friends.	79
12648	The Pirates Next Door	10	Mrs Bevan from eighty-seven marched down to the Town Hall.	75
9957	Mini Beasties	16	A polka-dotted someone walkin g on my wall, a black- hooded lady in a scarlet shawl.	12
7074	How to Catch a Star	15	He thought he might lasso the star with the life belt from his father's boat.	17
6343	All Year Round	17	Write down the different You might not things you spot on hot remember what and cold days.	30
777	The Princess and the Wizard	8	"“So you like yellow, do you?"" he said."	39
4104	Elmer in the Snow	13	It wasn’t long before all the elephants were throwing snowballs at each other.	40
2347	A Thing Called Snow	15	They decided to venture into the great forest to ask Bear 'What is snow like?	8
11455	Can't You Sleep Little Bear	9	“But I’m scared of the dark!” said Little Bear.	69
9471	Caterpillar Butterfly	22	And to my amazement, before my very eyes, its skin began to peel off from its head upwards ... and shrivelled away.	86
1194	Santa is Coming to Devon	12	He took out his Santa-nav and tapped in the postcode for Devon.	26
9644	Father Christmas Needs A Wee	8	He thanks the elf, and turns the lock.	39
7653	The Jolly Postman or Other People's Letters	18	Dear Mr Wolf, We are writing to you on behalf of our client, Miss Riding-Hood, concerning her grandma.	117
10299	Wiggling Worms At Work	11	Crumbly soil lets the roots of plants spread out and grow.	4
8557	Boogie Bear	5	“Boring-” fumed the littlest one.	112
2304	Shark In The Dark	10	He looks at the sky and the moon up there.	2
11963	We're Going on a Bear Hunt	2	Hoooo woooo!	69
6165	The Lighthouse Keeper's Lunch	15	At night time he lived in a small white cottage perched high on the cliffs.	1
11462	Can't You Sleep Little Bear	9	“The bright yellow moon, and all the twinkly stars.”	76
10156	The Smartest Giant in Town	5	“What’s the matter?” asked George.	20
1113	Keith The Cat With The Magic Hat	10	Keith was amazed too... but he di dn’t say anything.	22
2982	The Dinosaur Department Store	7	A Plesiosaurus feasting on fish, Yikes Spinosaurus!	28
656	Once Upon A Unicorn Horn	6	“I can help you,” said June.	13
12486	The Singing Mermaid	11	Draw lots of things in the ocean to complete the scene.	49
3254	The Rescue Party	9	They laughed and laughed until they couldn’t stand up.	85
8101	Kipper's A to Z	4	Is that Arnold’s ant?	53
12572	What The Ladybird Heard Next	6	And neither did the Snuggly Snerd.	80
9923	Superworm	14	Then up the bees and beetles fly And lift the web into the sky.	59
8029	Zog and the Flying Doctors	8	He sneezed for them, and then .. .	63
3130	Cave Baby	16	"""If you don’t take care, A mammoth’s going to throw you to the big brown bear!”"	19
14072	Monkey Puzzle	3	That’s a parrot.	39
10591	Knock Knock Dinosaur	2	BASH X	13
12867	The Gruffalo's Child	2	Why not?”	2
2813	An Alphabet Of Stories	20	That very evening, the regular cucumber went to the shore and, taking a last look around, plunged into the sea.	90
5025	She Rex	7	NO She Rex and you're a pest.”	48
565	The Storm Whale In Winter	7	Noi watched and waited, waited and watched.	9
4814	The Smeds and The Smoos	22	One morning the Smoos found they’d run out of tea, So the Smeds shared their milk, which was pink as could be.	55
1803	Elmer and Grandpa Eldo	4	Elmer had fallen in.	40
8621	Tiger Has a Tantrum	5	He liked tractors very much.	43
10782	Little by Little	14	Every day, his mummy would say, 'Today’s the day you’re going to crack it.’	20
4768	The Smeds and The Smoos	6	Never, never play with the Smeds.”	9
840	Kipper's Toybox	7	He emptied them out and counted them.	2
7654	The Jolly Postman or Other People's Letters	22	Miss Hood tells us that you are presently occupying her grandma's cottage and wearing her grandma's cl othes without this lady's permission.	118
1642	Harry and the Dinosaurs Go Wild	6	“Save the strawberry poison arrow frog!”	70
7923	Goldilocks and the Three Bears	8	Feeling full, Goldilocks looked for somewhere to sit.	28
3545	Lost in Snow	15	Home at last, Ollie curled up with his brother and sister in their cosy bed.	78
11319	Supertato	5	Mmmppfff!” said the pea. '	53
5379	Ten in the Bed and Other Counting Rhymes	4	and another went BANG!	92
3858	Wide-awake Hedgehog	10	Wait one minute, just one minute and Ill... be...rgnughh... ...	17
10310	Wiggling Worms At Work	5	Worms do not have teeth.	15
2666	I Need A Wee	14	“And the winner of the international toy dancing competition is…” “Alan, my name’s Alan.”	49
1972	Harry and the Dinosaurs at the Museum	15	After lunch, everyone felt a lot better and they set off back to the Romans.	52
3547	Lost in Snow	8	“Tell us more about the owl!” cried Sheba.	80
13028	One Snowy Night	6	But Percy the park-keeper doesn’t mind.	1
46	Sugarlump and the Unicorn	11	Now Sugarlump was a farmer's horse, Pulling his cart and load.	16
7562	The Jolly Postman or Other People's Letters	9	lg aBch lt cB kl a ck fE rea	26
1149	Keith The Cat With The Magic Hat	7	They looked down at the barking dog.	58
6454	All Year Round	10	Small covert feathers make the front of the wing smooth.	141
5023	She Rex	3	I know best.	46
2943	The Very Lazy Ladybird	4	"""He’ll never sit still.”"	24
13536	The Snowiest Christmas Ever	5	Button peeped around the curtain.	15
9383	Snow White, Star Striker	3	Snow White beamed.	55
765	The Princess and the Wizard	6	"""Then set to work and wash!”"	27
4112	Elmer in the Snow	3	He just smiled.	48
12629	The Pirates Next Door	6	They really don’t smell very nice.”	56
4064	Elmer in the Snow	16	One morning, Elmer, the patchwork elephant, met a group of elephants who didn’t look very happy.	0
8847	How The Grinch Stole Christmas	1	NOISE!	28
3872	Wide-awake Hedgehog	3	"""Where are you?"	31
1566	The Enormous Crocodile	5	He whizzed far into space.	299
3274	Elmer and the Stranger	3	“Jumps,” said Tiger.	10
5019	She Rex	2	He sighs.	42
10872	Stick Man	10	He drifts down the river and sails out to sea!	28
12036	The Ugly Duckling	10	“We don’t like you; you’re not much of a duck.”	15
11395	Can't You Sleep Little Bear	5	“I’m scared,” said Little Bear.	9
2620	I Need A Wee	5	It was SO MUCH FUN!	3
8655	Tiger Has a Tantrum	8	Miss Bird said that they were good ideas.	77
13947	The Animal Boogie	3	IT'S A MONKEY!	11
9733	Romp in the Swamp	7	He guarded the dinosaurs and wouldn’t speak.	21
2613	One Starry Night	10	because they knew he was Jesus, the son of God.	52
8875	How The Grinch Stole Christmas	6	The Grinch laughed in his throat.	56
3026	The Fox's Hiccups	18	Then, with a crash and a tumble which hurt his foot, he found a pile of flower pots.	23
8546	Boogie Bear	10	Caked in mud, the polar bear wasn’t white any more.	101
10548	All For One	16	"""They keep changing the game,"" said Marlon - ""Can we fill up the new paddling pool?"""	61
5848	All About Feelings	1	Happy?	1
5858	All About Feelings	7	Can you match the words and faces?	11
1011	Elmer and the Lost Teddy	9	“You don’t have to be different to be special.	67
10633	Knock Knock Dinosaur	8	I thought you'd all be small you see.	55
13581	The Snowiest Christmas Ever	5	"“No. it’s for the snowman!"""	60
13425	Who Will Save Us	27	"""And Dad says the penguins from other lands are moving here, because it's getting warmer,"" said Waddle ""and there won't be enough food for all of us."""	93
6503	All Year Round	17	To find enough to eat, insect-eating birds like swallows fly south to spend the winter in Africa.	190
13787	The Christmas Extravaganza Hotel	5	“Poor little fellow,” whispered Bear.	40
7224	The Book With No Pictures	3	So that means...	9
7261	The Book With No Pictures	5	and... make silly sounds like...	46
13887	The Christmas Extravaganza Hotel	6	Your Christmas Hotel is the BEST!”	140
2685	Harry and the Dinosaurs say Raahh!	22	And one by one, Apatosaurus and Scelidosaurus and Anchisaurus all came out of their hiding places and they jumped into the bucket.	10
1450	The Enormous Crocodile	23	Then he lay across the piece of wood an d tucked in his feet so that he looked almost exactly like a see-saw.	183
8862	How The Grinch Stole Christmas	2	They’d sing!	43
9202	Gruff the Grump	8	Nobody had ever, evet called him ‘kind’ before.	34
3689	Gordon's Great Escape	1	YIKES!	46
