	book	sentence_length	sentence	sentence_index
10451	Born to be a Butterfly	4	The caterpillar is hungry.	18
2315	Shark In The Dark	9	Timothy Pope, Timothy Pope is looking through his telescope.	13
12984	Elephant Learns to Share	11	His new bat and ball set was no fun at all.	39
592	The Storm Whale In Winter	8	“I just had to find you!” said Noi.	36
2189	The Owl Who Was Afraid Of The Dark	7	“But dark is WONDERFUL,” said the man.	86
9505	These Are Animals	4	THESE ARE GRASSLAND ANIMALS	12
1114	Keith The Cat With The Magic Hat	1	"“More!"""	23
11445	Can't You Sleep Little Bear	4	“There is, out there!”	59
538	The Troll	1	“Stop!”	141
2254	The Cross Rabbit	9	It was hot work even in the cold weather.	19
6741	Elmer on Stilts	8	I’m sure I can come up with something.	7
7273	The Book With No Pictures	3	Oh my goodness.	58
8369	Knock Knock Alien	14	Then FOUR red Rarks with hairy ears all beam inside to whoops and cheers.	20
6592	Hippo Owns Up	2	Everyone heard.	13
3299	Elmer and the Stranger	4	But it’s no use.	35
5186	The Bumblebear	15	Amelia told the other bees what she had found out, but they didn’t believe her.	31
3838	Is It Betime Wibbly Pig	2	Wibbly Pig?	28
394	Barry The Fish With Fingers	5	ARTY “Take it away, Puffy!”	36
11564	Grandad's Island	7	In the attic it was very quiet.	49
12272	We're Going On A Lion Hunt	6	We’re going on a lion hunt.	0
13594	The Snowiest Christmas Ever	7	But when they got there ... Flooooof!	73
11199	Bottoms Up!	9	Do elephants have to walk round in their smalls?	27
5001	She Rex	1	Yuck!	24
2948	The Very Lazy Ladybird	11	So when an elephant trundled by… She hopped onto his trunk.	29
9330	Snow White, Star Striker	17	The village had a stream and a duck pond and an old red apple tree, Snow White	2
5234	Mole Hill	3	“STOP RIGHT THERE!’	12
7903	Goldilocks and the Three Bears	4	But Goldilocks wasn't scared-	8
11232	Farmer Duck	1	“Quack!”	23
9594	Elmer and the Wind	9	“I expect he’s up to another of his tricks.”	66
4165	Sharing A Shell	5	Oh, what a terrible sight!	52
13823	The Christmas Extravaganza Hotel	6	In the snow Frog found footprints.	76
2585	One Starry Night	9	Another little sheep came over the hill, trotting along.	24
13869	The Christmas Extravaganza Hotel	8	“But we need to be asleep - quick!”	122
6649	Hippo Owns Up	6	Hippo said sorry to everyone -	70
4129	Sharing A Shell	6	A blob, a bright purple blob.	16
5775	Scruffy Bear and the Six White Mice	2	“Only apples.”	64
6332	All Year Round	18	Nature diary Look and listen carefully and you will notice fascinating things happening in nature all year round.	19
4902	I Am Amelia Earhart	3	“This is awesome!”	61
2554	Elmer and Wilbur	11	Then laughing and joking together they raced all the way home.	73
4653	Sir Charlie Stinky Socks and the Really Big Adventure	32	And it’s in the middle of a deep, dark forests, where wiggly wood wait in the grass to tickle your toes, hungry beasties moan and monstrous trees groan… so nobody ever comes!”	95
5013	She Rex	7	"But Ed says, ""Maisy, you are wrong."	36
5049	She Rex	6	"Perhaps we could play pirates next?"""	72
465	The Troll	9	Once again he packed up, and off he strode.	68
13924	Cinder the Bubble-Blowing Dragon	6	“Cinder, do something,” whimpered the King.	36
113	The Gruffalo	2	“A gruffalo?	23
8781	Santa to the Rescue	14	With love from Billy Bear Dear Santa, I’d really like a new teddy bear.	31
1358	The Enormous Crocodile	8	"""Of course I am,” said th e Crocodile."	91
8184	Little Red Riding Hood	6	he said... ...then fell fast asleep.	45
6545	All Year Round	7	They only grow when the rain comes.	232
9281	Night Monkey Day Monkey	8	“Screeching owls, The colour of peas and carrots!”	37
35	Sugarlump and the Unicorn	11	"""Here in the children's bedroom Is where I want to be."	5
3143	Cave Baby	6	I A cackle in the bracken!	32
7541	The Jolly Postman or Other People's Letters	11	I hardly east any proij when she cooks it she says.	5
5076	Wake Up, Sleeping Beauty	9	And Beauty grew tired of looking after her pony.	24
8594	Tiger Has a Tantrum	10	Miss Bird said that Tiger must give the pencil back.	16
6753	Elmer on Stilts	4	“I’m serious,” said Elmer.	19
4608	Sir Charlie Stinky Socks and the Really Big Adventure	6	Haha! thought Sir Charlie Stinky Socks.	50
9279	Night Monkey Day Monkey	12	Day Monkey laughed and said, “Don’t be daft, Those giants are chimpanzees.”	35
11381	Who Will Sing My Puff-a-bye	6	“And what about dragonwheels and snoutfizzers?”	51
1720	The Most Wonderful Gift In The World	7	“I don’t like the sound of that!”	18
868	Kipper's Toybox	14	He picked up the rest of his toys and put them in his basket.	30
1713	The Most Wonderful Gift In The World	10	“Let’s open it!” said Bear, giving it a BEARISH sniff.	11
10152	The Smartest Giant in Town	5	"""Thank you!” said the giraffe."	16
8216	The Three Little Pigs	7	“Not by the hair on my chinny-chin-chin!”	15
13592	The Snowiest Christmas Ever	1	“Quick!	71
2270	The Cross Rabbit	5	It was a strange lunch.	35
13654	Jack and the Beanstalk	5	His mother woke him early.	28
1984	Harry and the Dinosaurs at the Museum	5	Sam said Harry was stupid.	64
6395	All Year Round	11	Each one is trying to attract a female to mate with.	82
13007	Elephant Learns to Share	4	Elephant found his friends.	62
12317	We're Going On A Lion Hunt	5	Have to go through it.	45
4515	The Same But Different Too	8	But I can’t drink the way you do!	4
6415	All Year Round	9	Ae m tho er n Si in mg ,	102
6351	All Year Round	4	winter, the weather changes.	38
10611	Knock Knock Dinosaur	6	BOING BOING The bath goes SPLOSH!	33
9840	The Polar Express	16	Bur the train gave a sudden lurch and started moving We were on our way home.	74
5030	She Rex	4	"“Well how d'you know?"""	53
6596	Hippo Owns Up	5	Then he got the hiccups!	17
10684	Barry the Fish With Fingers and the Hairy Scary Monster	6	“Don’t worry, I can help you.	37
1580	Harry and the Dinosaurs Go Wild	8	Sam said he was too little to understand.	8
6109	All About Feelings	2	“It’s ok.	262
8048	Kipper's A to Z	6	This is Kipper’s little friend, Arnold.	0
9515	These Are Animals	2	Butterflies flap.	22
9266	Night Monkey Day Monkey	7	“Night-time is creepy and I’m feeling sleepy.	22
5015	She Rex	2	Dying out?	38
8201	The Three Little Pigs	13	Once upon a time lived a mother pig, with her three little pigs.	0
3613	Monkey Needs to Listen	4	Mr Croc was cross.	63
9275	Night Monkey Day Monkey	5	Why are they in disguise?”	31
6182	The Lighthouse Keeper's Lunch	5	“She’s a great cook, Fred.”	18
4367	Why Am I An Insect	13	Like all insects, a dragonfly has a heart that is long and thin.	35
11972	We're Going on a Bear Hunt	4	A narrow gloomy cave.	78
11981	We're Going on a Bear Hunt	4	One shiny wet nose!	87
13470	Jack Breaks The Beanstalk	7	One night Jack couldn’t resist any longer.	13
8117	Kipper's A to Z	4	Tt is for toys.	69
12445	The Singing Mermaid	7	Circle the differences in the picture below.	8
12731	Captain Duck	13	The little boat bobs on and on until the river banks are gone.	47
7289	The First Christmas	5	Joseph loved Mary very much.	7
8424	Knock Knock Alien	6	We party long into the night.	75
4125	Sharing A Shell	2	Quick, Crab!	12
10372	Wiggling Worms At Work	23	The wormlets inch along, finding bits of dead plants to eat, dragging them to their tunnels, and covering any leftovers with their castings.	77
7444	Careful Santa!	14	Mouse jumped and, with a bounce and a plop, landed safely on Santa’s coat.	87
6817	Giraffe is Left Out	7	He said everyone would get party hats.	25
2019	The Hedgehog's Balloon	4	Percy was counting balloons.	6
11173	Bottoms Up!	8	We’re here to protest against wearing a nappy!	1
5524	Dragon Post	9	You never know when it might ERUPT INTO FLAMES!	16
8118	Kipper's A to Z	8	‘I know what begins with U!’ said Kipper.	70
10446	Born to be a Butterfly	6	Hundreds of caterpillars hatch alongside her.	13
6794	Giraffe is Left Out	17	She said Monkey, Little Lion and Giraffe could be Leopard's friends and help him to feel welcome.	2
2974	The Dinosaur Department Store	8	He pulled back the curtain with outrageous flair.	20
12650	The Pirates Next Door	6	“They’re digging holes and fighting fights.	77
5400	Ten in the Bed and Other Counting Rhymes	20	And if teddy takes one And gobbles it all up - There’ll be no big ice-creams Standing in the shop.	113
1026	The Hungry Caterpillar	16	Now he was n’t hungry any more - and he wasn’t a little caterpillar any more.	13
1739	The Most Wonderful Gift In The World	5	THEY REALLY ARE QUITE DEEP!	37
1965	Harry and the Dinosaurs at the Museum	18	Nan and Harry and the dinosaurs waited at a table while Mum and Sam went to queue up.	45
1516	The Enormous Crocodile	6	So did all the other children.	249
1493	The Enormous Crocodile	10	He looked exactly like a wooden crocodile on the roundabout.	226
3341	Elmer and the Stranger	16	Kangaroo gave a laugh, and with an enormous bounce once again landed beside Lion and Tiger.	77
11203	Bottoms Up!	7	A bottom is truly a wonderful thing.	31
8608	Tiger Has a Tantrum	12	Miss Bird said Tiger had to go inside and miss playtime altogether!	30
10973	When Granny Saved Christmas	4	Six! Twenty!” yelled Bubble.	37
1002	Elmer and the Lost Teddy	11	“I said I’d call you if I found Teddy” he said.	58
3351	Elmer and the Stranger	3	they laughed together.	87
11775	Princess Mirror-Belle And The Dragon Pox	7	“Are you really a princess?” asked Ellen.	19
6735	Elmer on Stilts	5	They were looking very worried.	1
11951	We're Going on a Bear Hunt	2	Stumble trip!	57
7852	The Runaway Pea	10	then into the dog bowl he fell with a PLOP!	9
9990	Mini Beasties	14	Here’s a wall - a tower, too, a tiny bug town, just for you.	45
8494	Boogie Bear	22	oh dear, oh very very dear!” said the polar bear, and she ran away into the forest as fast® as she could.	49
8830	How The Grinch Stole Christmas	6	he snarle d with a sneer.	11
3844	Wide-awake Hedgehog	4	Isaac wanted to play.	3
1261	Santa is Coming to Devon	10	he said, patting the youngest reindeer gently on the nose.	93
167	The Gruffalo	16	They waited some more till the Gruffalo said, “I hear a hoot in the trees ahead..”	77
6872	Giraffe is Left Out	7	There were sticky buns and cherry buns.	80
9747	Romp in the Swamp	5	Oh no, he’s squeezing Tyrannosaurus!	35
5715	Scruffy Bear and the Six White Mice	35	Scruffy Bear set off at once to find out what the matter was, and right in the middle of the wood, caught by the last gleam of the setting sun, he found six white mice.	4
2183	The Owl Who Was Afraid Of The Dark	9	So he flew down, landing with a gentle bump.	80
9763	Romp in the Swamp	11	“Would you like to play with Charlie another day?” called Mum.	51
4730	Ruby's Worry	17	The funny thing was that no one else could see Ruby’s Worry - not even her teacher.	13
6438	All Year Round	14	Butterflies curl their feeding tubes under their heads when they are not in use.	125
1655	Open Very Carefully, A Book With Bite!	5	Or could it be hiding?	7
6427	All Year Round	4	scent, like buddleia flowers.	114
8654	Tiger Has a Tantrum	12	He said he should tidy up all the mess in the library.	76
8833	How The Grinch Stole Christmas	20	"Then he growled, with his Grinch fingers nervously d rumming, ""I MUST find some way to stop Christmas from coming!"""	14
6194	The Lighthouse Keeper's Lunch	7	“A most ingenious plan,” agreed Mr. Grinling.	30
2631	I Need A Wee	5	Then Alan saw Claude’s party.	14
8268	The Three Little Pigs	5	The wolf was worn out.	67
7613	The Jolly Postman or Other People's Letters	18	The s at lmep om sto ath e or ca en ,d et ah ve ns gi s	77
7571	The Jolly Postman or Other People's Letters	1	sR	35
6006	All About Feelings	7	“Oh no you must be feeling sad.”	159
9799	The Polar Express	8	“There,” said the guard, “is the North Pole.”	33
10695	Barry the Fish With Fingers and the Hairy Scary Monster	6	"""Thanks, Barry,"" Colin the seahorse smiled."	48
6786	Elmer on Stilts	6	“Hurrah for Elmer!” shouted the elephants.	52
6605	Hippo Owns Up	3	It looked Delicious.	26
12512	What The Ladybird Heard Next	4	".""Quack!"" said the duck."	20
3478	Lost in Snow	8	“Wait for me!” yelped Ollie, racing after them.	11
4561	Sir Charlie Stinky Socks and the Really Big Adventure	8	And what was behind that little wooden door?	3
11166	Cinderella's Ballet Shoes	14	“Silly me, 1 forgot I had these when I was your age,” said Griselda.	65
1199	Santa is Coming to Devon	13	Santa’s sleigh flew through the starry night heading south across the Irish Sea.	31
4464	Why Am I An Insect	11	Each time the larva moults, it has a slightly larger exoskeleton.	132
247	The Monstrous Tale of Celery Crumble	6	But Celery did have a tail.	57
9856	The Polar Express	8	"Signed, "" Mr. G” I shook the bell."	90
10741	Squash the Spider	1	Whizz!	40
7139	The Detective Dog	8	Who threw the hazelnuts down from the trees?	4
8613	Tiger Has a Tantrum	5	But Tiger had a tantrum.	35
8279	The Three Little Pigs	19	YOWL The wolf’s bottom and tail were scorched and he shot out of the chimney sparking like a rocket.	78
511	The Troll	1	“Quick!	114
2144	The Owl Who Was Afraid Of The Dark	10	“The others are playing games in the dark, lucky things.”	41
3233	The Rescue Party	3	“Ready,” shouted Percy.	64
6225	The Lighthouse Keeper's Lunch	6	and this is what he saw..	61
3387	Zog	16	Then up and off he flew, His plaster gleaming pinkly as he zigzagged through the blue.	16
11384	Who Will Sing My Puff-a-bye	8	“But I can give rides on my tail!”	54
8489	Boogie Bear	10	That is!” shouted the big one with the floppy ears.	44
12559	What The Ladybird Heard Next	1	Baa!	67
12714	Captain Duck	2	Ready.. .steady..	30
7733	Charlie Cook's Favourite Book	7	I’m not quite ready for a fight.	10
13587	The Snowiest Christmas Ever	2	“More snow!	66
11602	Harry and the Robots	10	The hospital was big but they found Nan in there.	32
8272	The Three Little Pigs	12	“He’s going to come down the chimney,” said the first little pig.	71
12864	All In One Piece	10	Which was perfectly true ... and just as well really!	48
11216	Farmer Duck	4	The duck answered, “Quack!”	7
135	The Gruffalo	6	"“Where are you me eting him?"""	45
431	The Troll	8	Suddenly he heard a sound above his head.	34
7626	The Jolly Postman or Other People's Letters	6	"""The magic • stops at midnight."""	90
3509	Lost in Snow	7	Was this the wood by his farm?	42
11278	Supertato	3	‘Aargh!” cried Broccoli.	12
3978	Doug The Bug That Went Boing	18	“I’m sorry I wouldn’t g et the ball,” said Trevor “I’m sorry I got so cross,” said Doug.	68
8803	Santa to the Rescue	9	With a snowy bump, they landed on Mistletoe Mountain.	53
13714	Super Sid The Silly Sausage Dog	31	First Sid took a giant leap over the kennel wall, to show what a good jumper he was… But… ... he landed on top of Madam Murples’ very fancy tea party.	4
2818	An Alphabet Of Stories	4	Tt The Terrible Typewriter	95
6206	The Lighthouse Keeper's Lunch	7	“What shall we do?” said Mr Grinling.	42
9158	Harry and the Dinosaurs go to School	9	“Hands up who knows how to write their name?”	62
11557	Grandad's Island	5	Everyone came to wave goodbye.	42
13616	The Snowiest Christmas Ever	11	After a good wash, the three bears cuddled by the fire.	95
4667	The Snail and the Whale	5	How I long to sail!”	5
5421	Ten in the Bed and Other Counting Rhymes	7	The slithery snake slid under the gate...	134
9478	Caterpillar Butterfly	15	All the bits of caterpillar were inside the case, he said, and they were changing.	93
5263	Mole Hill	8	Now tell us, please, how did they die?”	41
13274	Knock Knock Pirate	1	Attack!	48
6832	Giraffe is Left Out	8	Giraffe had to cut out the boat shapes.	40
10522	All For One	2	he said.	35
5766	Scruffy Bear and the Six White Mice	3	whispered Scruffy Bear.	55
9029	The Bad-Tempered Ladybird	7	"""Hey you,” said the bad- tempered ladybird."	35
9899	Superworm	21	“Have one last try, and if you fail To find that treasure down below, I’ll feed you to my hungry crow.”	35
10534	All For One	12	Marlon's mum found a scarf and sewed some curtain rings onto it.	47
4337	Why Am I An Insect	17	In this book, we will look closely at one insect, FAST FACT the dragonfly, to find out.	5
4860	I Am Amelia Earhart	5	My stomach seemed to sink.	19
1534	The Enormous Crocodile	12	"""Let’s take the table with the lovely flowers on it,” said another."	267
13237	Knock Knock Pirate	8	I start to say, “My name's not Jim!”	11
10871	Stick Man	9	The nest is deserted, and Stick Man is free.	27
1575	Harry and the Dinosaurs Go Wild	5	“Triceratops has got more horns.”	3
9886	Superworm	3	Superworm is super-strong.	22
12653	The Pirates Next Door	15	Before you know it, there’ll be more - we’ll all have pirates lodged next door!	80
2676	Harry and the Dinosaurs say Raahh!	9	They were going to see Mr Drake, the dentist.	1
2323	Shark In The Dark	7	Could it be a GREAT WHITE SHARK?	21
14133	Little Monkey	8	Monkey was fed up with always missing out.	14
5620	A Letter to Santa	10	I hope you are well when you read this note.	3
5723	Scruffy Bear and the Six White Mice	21	A moment later, silent as a ghost, the owl flew down and found Scruffy Bear standing beside six fluffy white balls.	12
10291	Ten Tall Giraffes	10	2 two Two jumping kangaroos... look how high they leap!	12
937	Oi Frog!	21	“Seals sit on wheels, doves sit on gloves, newts sit on flutes, lizards sit on wizards and apes sit on grapes.”	39
11523	Grandad's Island	8	He had never been in Grandad’s attic before.	8
833	The Princess and the Wizard	12	all the way back to the palace and in through the window.	95
9253	Night Monkey Day Monkey	2	“Flying mice!	9
9530	Elmer and the Wind	18	The elephants laughed when Wilbur made his voice come from a hole at the back of the cave.	2
9119	Harry and the Dinosaurs go to School	10	Harry missed his dinosaurs, so he didn’t like the classroom.	23
872	Kipper's Toybox	5	Kipper turned on the light.	34
7665	The Jolly Postman or Other People's Letters	43	PLEASE DO NOT BEND To Goldilocks 24 Blackbird Road Banbury Cross Birthday Wishes Pat-a-cake, pat-a-cake baker’s man, Bake me a cake as fast as you can, Carry it in on a beautiful plate And light up the candles — TODAY I AM EIGHT!	129
8710	The Teeny Weeny Tadpole	3	"""Who are you?"""	37
6286	Dogs Don't Do Ballet	4	“Dogs don’t do ballet!”	56
1175	Santa is Coming to Devon	2	chuckled Santa.	7
2859	The Owl's Lesson	5	“I’m so sorry,” said Percy.	15
1579	Harry and the Dinosaurs Go Wild	7	Harry wanted to know what endangered meant.	7
3846	Wide-awake Hedgehog	4	"""Play?” asked the squirrels."	5
1921	Harry and the Dinosaurs at the Museum	8	She had to study the Romans for homework.	1
2876	The Owl's Lesson	1	Thump!	32
2628	I Need A Wee	15	But getting Alan to the toilets wasn’t going to be easy “Ooooh, just one balloon!”	11
1083	A Squash and a Squeeze	10	“Thank you, old man, for the work you have done.	52
8962	How The Grinch Stole Christmas	8	n a s g e h o .	143
13997	The Truth According to Arthur	11	I bet your mum’s going to be REALLY cross,” said Noah.	9
5020	She Rex	4	He shakes his head.	43
13120	One Snowy Night	10	A small, dark head was sticking up through the floorboards.	93
6192	The Lighthouse Keeper's Lunch	12	“No, my dear,” said Mr Grinling, “Hamish is an accomplished seagull chaser.”	28
5430	Ten in the Bed and Other Counting Rhymes	3	Fly away, Peter!	143
411	The Troll	8	“Oh please don’t eat me!” said the spider.	14
1197	Santa is Coming to Devon	3	“Ho-ho-ho!” laughed Santa.	29
10126	Elmer and Rose	12	“You knew about the pink elephants, didn’t you, Grandpa Eldo?” said Elmer.	63
3984	Doug The Bug That Went Boing	3	It happened again!	74
10219	The Smartest Giant in Town	11	Outside his front door stood all the animals he had helped.	83
8067	Kipper's A to Z	3	“Good!” said Kipper.	19
1634	Harry and the Dinosaurs Go Wild	3	They said, “Marvellous!”	62
7290	The First Christmas	6	He was going to marry her.	8
4828	The Smeds and The Smoos	14	Then Janet said, “Maybe You’d like to make friends with our dear little baby?”	69
720	Mind Your Manners	14	Even if you’re the messiest monkey, Close your mouth when you're munching your food.	27
6958	The Dinosaur That Pooped Christmas	6	right it needed to ... POO!	31
2766	An Alphabet Of Stories	9	You can do all sorts of things with jelly.	43
9003	The Bad-Tempered Ladybird	4	"""I want those aphids.”"	9
12306	We're Going On A Lion Hunt	4	Can’t go around it.	34
11876	Princess Mirror-Belle And The Dragon Pox	9	“It wasn’t me, it was Princess Mirror-Belle,” said Ellen.	120
6723	Lost and Found	12	He’s seen something on the horizon, and it might be the penguin!	55
9214	Gruff the Grump	11	And when he’d finished feeling sad he started to feel cross...	46
14120	Little Monkey	13	There were so many things to do and so many things to see.	1
9722	Romp in the Swamp	8	“What took you so long, slowcoach?” said Sam.	10
10409	Too Shy For Show And Tell	4	Or that he’d cry.	25
7670	What The Ladybird Heard	5	And the cow said, “moo!”	1
9432	Caterpillar Butterfly	4	SMOCK AND GARLIC MUSTARD	47
5654	A Letter to Santa	8	But here comes Santa to make the repair.	37
299	Peace at Last	7	“MIAAAOW!” sang the cats on the wall.	32
6625	Hippo Owns Up	10	His tummy felt too full and he felt too sick.	46
11650	You Can't Take An Elephant On The Bus	2	taxi Seal	13
7324	The First Christmas	6	He is the son of God.	42
3314	Elmer and the Stranger	5	Elmer laughed and left them.	50
7176	The Detective Dog	2	Then, Woof!	41
7030	Lion's in a Flap	8	On Friday, it was the Big Day Out.	61
2412	Yoga Babies	7	Tall and straight with not much wobble.	22
6577	All Year Round	2	pages 10-11.	264
4767	The Smeds and The Smoos	7	They sleep in funny things called beds.	8
4414	Why Am I An Insect	4	Food Dragonflies are predators.	82
4099	Elmer in the Snow	11	Then he touched the white elephant and a piece fell off.	35
10410	Too Shy For Show And Tell	11	Sam watched the other children show their show and tell things.	26
14134	Little Monkey	7	So one day she made a decision.	15
6260	Dogs Don't Do Ballet	18	He just stays in his kennel for days and days, and at night he howls at the moon.	30
4896	I Am Amelia Earhart	6	Planes were still a new thing.	55
2344	A Thing Called Snow	19	I’m flying south, but soon you will be able to jump, leap, and bounce in this thing called snow!’	5
7949	Goldilocks and the Three Bears	5	“They’ve eaten it all up!”	54
6485	All Year Round	19	A leaf skeleton forms when the soft part of the leaf rots, leaving the tough stem and the veins.	172
10120	Elmer and Rose	10	From the hill they watched Rose safely join the herd.	57
1190	Santa is Coming to Devon	12	Just then, a young reindeer strolled up, munching on a large carrot.	22
12048	The Ugly Duckling	4	“Come fly with us.”	27
4219	The Rhyming Rabbit	10	He had no ears, so he couldn’t hear the poem.	41
3115	Cave Baby	5	Dad is busy being brave.	4
119	The Gruffalo	12	“Here, by this stream, And his favourite food is owl ice cream.”	29
4643	Sir Charlie Stinky Socks and the Really Big Adventure	14	"""I'm cooking the food for her birthday party It's today, at three, you see."	85
5180	The Bumblebear	8	Norman was very good at finding smelly flowers.	25
6745	Elmer on Stilts	8	A very tall giraffe was speaking to him.	11
9599	Elmer and the Wind	18	When at last the elephants saw the birds flying above the trees, they knew that Elmer was near.	71
7899	Goldilocks and the Three Bears	3	"""Now..."" thought Goldilocks."	4
11165	Cinderella's Ballet Shoes	12	She was carrying a dusty, blue box covered in tiny silver stars.	64
10371	Wiggling Worms At Work	7	They do not need their parents' help.	76
10557	All For One	8	"""You spoil that little monster,"" muttered Marlon's granny."	70
13524	The Snowiest Christmas Ever	10	All would be perfect were it not for one thing...	3
7588	The Jolly Postman or Other People's Letters	21	So the Witch read the letter With a cackle of glee While the Postman read the paper But left his tea.	52
2267	The Cross Rabbit	4	‘That’s odd,” he said.	32
657	Once Upon A Unicorn Horn	12	“We just have to make your fur shake and your tail flutter.”	14
123	The Gruffalo	3	"""Silly old Owl!"	33
11847	Princess Mirror-Belle And The Dragon Pox	1	“Really?	91
9238	Gruff the Grump	7	“Will you come again soon?” asked Gruff.	70
8209	The Three Little Pigs	4	“It’s making me sneeze...”	8
6536	All Year Round	12	Put the bulb in Waiting to grow a dark Eggs, seeds and.	223
14008	The Truth According to Arthur	13	HIDING it... but it refused to stay covered up, or disguised, or hidden!	20
4229	The Rhyming Rabbit	21	Straight away, he thought up his best poem yet: 0 centipede with a hundred legs, Supposing you laid a hundred eggs?	51
9402	Caterpillar Butterfly	9	My grandfather straightened up and looked down at me.	17
3508	Lost in Snow	7	At last Ollie reached a large wood.	41
3822	Is It Betime Wibbly Pig	7	No, it’s too hot, isn’t it Pigley?	12
12909	The Gruffalo's Child	9	Whose is this track and where does it go?	44
3889	Wide-awake Hedgehog	5	"""Tut tut” smirked the squirrels."	48
1326	The Enormous Crocodile	12	"""I hope you get caught and cooked and turned into crocodile soup!”"	59
704	Mind Your Manners	6	Rude tigers soon stop getting presents.	11
4925	It's Christmas	8	But Archie wanted to make them even better.	4
9684	Eleanor Won't Share	9	One day, Miss Smith taught everyone a new game.	36
10008	Mini Beasties	2	Coca-C ola.	63
6517	All Year Round	9	Winter and summer Some animals hibernate together in winter.	204
1562	The Enormous Crocodile	5	Higher and higher . ..	295
5653	A Letter to Santa	10	The elves are worried – there’s trouble in the air.	36
2495	Elmer and Wilbur	8	They rushed to where the voice came from.	14
13867	The Christmas Extravaganza Hotel	4	“It must be Santa!”	120
150	The Gruffalo	3	the Gruffalo said.	60
5371	Ten in the Bed and Other Counting Rhymes	14	Eight fat sausages sizzling in the pan, Eight fat sausages sizzling in the pan.	84
3958	Doug The Bug That Went Boing	10	Pepper sprinkled onto his nose and— aah, aaah, aaaah... …	48
3307	Elmer and the Stranger	4	“We’ll be back tomorrow.”	43
13361	Who Will Save Us	15	"""Finally,"" continued Old Wise ""healthy chicks hatch from eggs each year and meet their parents."	29
2638	I Need A Wee	6	“But I can’t wait,” said Alan...	21
2614	One Starry Night	13	Dawn came, rosy pink, into a silent world, on that first Christmas morning.	53
13234	Knock Knock Pirate	7	"“My dad is out at work today."""	8
9935	Superworm	3	Superworm, the belt!	71
4257	The Rhyming Rabbit	20	Any old rabbit can feed, But a rabbit who knows how to make up poems Is a special rabbit indeed.	79
13763	The Christmas Extravaganza Hotel	4	Frog tapped the map.	16
11329	Supertato	10	Just in case there’s an escapee in your house ...	63
11011	After the Storm	10	“Oh dear,” he sighed as he watched from his window.	8
12886	The Gruffalo's Child	8	A tail poked out of a logpile house.	21
4031	Tyrannosaurus Drip	7	And he cried, “They’ve gone without me!”	39
4556	The Same But Different Too	3	You are too.	45
3021	The Fox's Hiccups	4	The fox hurried on.	18
9500	These Are Animals	3	And foxes JUMP.	7
5948	All About Feelings	4	How would you feel?	101
13995	The Truth According to Arthur	5	She didn’t even say “SORRY!”	7
3069	You Choose	2	You choose.	14
13700	Jack and the Beanstalk	21	The giant, being so heavy, made such a hole that he fell right through the earth and was never seen again.	74
10255	Supertato Veggies Assemble	4	Superveggies to the rescue!	27
5226	Mole Hill	2	‘Oh, dear!	4
6363	All Year Round	5	an extra layer of fat.	50
1769	Elmer and Grandpa Eldo	6	“What a lovely surprise,” he said.	6
1430	The Enormous Crocodile	5	"""Look out, Toto!” shouted Humpy-Rumpy."	163
10928	Stick Man	9	They toss and they turn in the family bed.	84
11418	Can't You Sleep Little Bear	12	Little Bear tried and tried to go to sleep, but he couldn’t.	32
14088	Monkey Puzzle	8	She’s brown and furry, and nice to cuddle.”	55
13166	The Squirrels Who Squabbled	1	Of.	18
6931	The Dinosaur That Pooped Christmas	19	"So big Santy C said, ""I'll leave him a present, But this year his present might just be unpleasant?"	4
9643	Father Christmas Needs A Wee	10	“I found this key - just here, on the floor.”	38
7824	Ravi's Roar	16	When the tiger went to sit down there were no benches free so he ROARED ...	27
6791	Elmer on Stilts	6	And that’s exactly what they did.	57
8742	The Teeny Weeny Tadpole	22	The big bad fish chased Tadpole up ... and down ... and in getting and out of weeds... closer and closer until...	69
10432	Too Shy For Show And Tell	3	And he did.	48
3482	Lost in Snow	16	The puppies chased and dug and rolled under the flying snowflakes, until suddenly . . .	15
4660	Sir Charlie Stinky Socks and the Really Big Adventure	19	And everyone cheered hooray, hooray, hooray, because that's what people do at the end of a really big adventure.	102
33	Sugarlump and the Unicorn	7	He belonged to a girl and boy.	3
11625	Harry and the Robots	5	And soon she was better.	55
10309	Wiggling Worms At Work	16	The soil goes in the worm’s mouth, slides into the crop, then passes down the gizzard.	14
10431	Too Shy For Show And Tell	10	Next time, he thought, I’ll bring my biggest fire engine.	47
5358	Ten in the Bed and Other Counting Rhymes	24	Johnny Taps with One Hammer Johnny taps with one hammer, One hammer, one hammer, Johnny taps with one hammer, Then he taps with two.	71
12754	Captain Duck	4	“That’s right,” says Goat.	70
14112	Monkey Puzzle	5	So she looks like you!	79
7001	Lion's in a Flap	4	That would be awful!	32
5375	Ten in the Bed and Other Counting Rhymes	7	Six fat sausages sizzling in the pan...	88
12288	We're Going On A Lion Hunt	7	We’re going to catch a big one.	16
925	Oi Frog!	6	“It’s about doing the right thing.”	27
9351	Snow White, Star Striker	6	“Are you all right?” asked Griselda.	23
5155	The Bumblebear	10	Once there was a bear called Norman, who loved honey.	0
908	Oi Frog!	7	“I wouldn’t mind sitting on a chair.”	10
12421	Where's My Teddy	3	There’s something there!	11
13008	Elephant Learns to Share	10	He said he was sorry for not sharing with them.	63
13579	The Snowiest Christmas Ever	9	“We need a carrot!” called Mungo to the kitchen.	58
